sensor_id,latitude,longitude,start_time_local,end_time_local,start_time_unix_epoch,end_time_unix_epoch
91:DF:26:10:6A:80,38.655,-76.6,2025-01-04T16:39:00.243000-05:00,2025-01-04T19:40:31.243987-05:00,1.73603E+12,1.73604E+12
1D:35:07:10:6A:80,37.671,-77.551,2025-01-04T16:39:38.567000-05:00,2025-01-04T17:10:22.969506-05:00,1.73603E+12,1.73603E+12
A7:C9:10:10:6A:80,39.015,-77.381,2025-01-04T16:40:30.834000-05:00,2025-01-04T17:27:37.361900-05:00,1.73603E+12,1.73603E+12
27:79:28:10:6A:80,36.82,-82.449,2025-01-04T16:41:09.106000-05:00,2025-01-04T16:41:41.669333-05:00,1.73603E+12,1.73603E+12
47:77:07:10:6A:80,38.181,-85.781,2025-01-04T16:41:20.950000-05:00,2025-01-04T17:29:19.921549-05:00,1.73603E+12,1.73603E+12
03:7E:0E:10:6A:80,38.18,-85.837,2025-01-04T16:41:37.375000-05:00,2025-01-04T16:42:07.307672-05:00,1.73603E+12,1.73603E+12
87:C5:73:40:EE:C0,38.95,-81.991,2025-01-04T16:41:42.905000-05:00,2025-01-04T16:42:18.670180-05:00,1.73603E+12,1.73603E+12
EF:44:08:10:6A:80,38.987,-77.362,2025-01-04T16:43:23.033000-05:00,2025-01-04T16:44:57.718381-05:00,1.73603E+12,1.73603E+12
31:B2:21:10:6A:80,38.9,-76.839,2025-01-04T16:43:41.627000-05:00,2025-01-04T18:09:39.810718-05:00,1.73603E+12,1.73603E+12
5F:68:10:10:6A:80,37.929,-77.244,2025-01-04T16:43:46.970000-05:00,2025-01-04T16:44:34.099884-05:00,1.73603E+12,1.73603E+12
75:33:13:10:6A:80,37.656,-81.093,2025-01-04T16:43:58.536000-05:00,2025-01-04T17:26:11.450038-05:00,1.73603E+12,1.73603E+12
9D:78:27:10:6A:80,37.515,-76.456,2025-01-04T16:44:06.299000-05:00,2025-01-04T16:44:47.614049-05:00,1.73603E+12,1.73603E+12
DB:17:25:10:6A:80,38.203,-85.724,2025-01-04T16:44:24.851000-05:00,2025-01-04T17:35:53.325833-05:00,1.73603E+12,1.73603E+12
AF:89:28:10:6A:80,37.199,-80.017,2025-01-04T16:44:45.316000-05:00,2025-01-04T16:45:35.955035-05:00,1.73603E+12,1.73603E+12
F1:E6:11:10:6A:80,37.524,-77.541,2025-01-04T16:44:48.399000-05:00,2025-01-04T16:46:39.576346-05:00,1.73603E+12,1.73603E+12
59:A6:27:10:6A:80,37.765,-84.852,2025-01-04T16:44:48.470000-05:00,2025-01-04T18:21:10.201165-05:00,1.73603E+12,1.73603E+12
95:9B:21:10:6A:80,39.115,-86.522,2025-01-04T16:45:29.092000-05:00,2025-01-04T16:46:06.721660-05:00,1.73603E+12,1.73603E+12
55:13:02:10:6A:80,39.256,-76.663,2025-01-04T16:45:48.274000-05:00,2025-01-04T16:47:59.471240-05:00,1.73603E+12,1.73603E+12
A9:59:A8:51:7F:C4,38.071,-78.864,2025-01-04T16:45:49.520000-05:00,2025-01-04T16:48:44.989045-05:00,1.73603E+12,1.73603E+12
55:9A:1E:10:6A:80,39.331,-82.985,2025-01-04T16:45:50.351000-05:00,2025-01-04T17:35:09.759487-05:00,1.73603E+12,1.73603E+12
95:75:22:10:6A:80,38.895,-76.958,2025-01-04T16:46:13.662000-05:00,2025-01-04T16:49:02.167152-05:00,1.73603E+12,1.73603E+12
E9:AB:11:10:6A:80,38.887,-76.954,2025-01-04T16:46:14.569000-05:00,2025-01-04T16:49:20.827043-05:00,1.73603E+12,1.73603E+12
E9:83:73:40:EE:C0,38.891,-76.96,2025-01-04T16:46:14.600000-05:00,2025-01-04T16:49:36.539748-05:00,1.73603E+12,1.73603E+12
33:E0:AA:51:7F:C4,38.891,-76.961,2025-01-04T16:46:15.187000-05:00,2025-01-04T16:49:31.595151-05:00,1.73603E+12,1.73603E+12
01:CC:0B:10:6A:80,38.895,-76.956,2025-01-04T16:46:15.203000-05:00,2025-01-04T16:49:53.837192-05:00,1.73603E+12,1.73603E+12
E3:60:22:10:6A:80,38.895,-76.957,2025-01-04T16:46:15.220000-05:00,2025-01-04T16:49:09.706079-05:00,1.73603E+12,1.73603E+12
E9:94:24:10:6A:80,39.375,-87.402,2025-01-04T16:46:46.632000-05:00,2025-01-04T17:22:32.107727-05:00,1.73603E+12,1.73603E+12
33:C7:A8:51:7F:C4,39.481,-80.127,2025-01-04T16:46:48.912000-05:00,2025-01-04T17:56:16.422531-05:00,1.73603E+12,1.73603E+12
CD:3F:05:10:6A:80,38.141,-85.782,2025-01-04T16:47:47.780000-05:00,2025-01-04T17:20:52.354157-05:00,1.73603E+12,1.73603E+12
EB:C8:73:40:EE:C0,36.301,-82.463,2025-01-04T16:48:14.935000-05:00,2025-01-04T16:48:48.547530-05:00,1.73603E+12,1.73603E+12
07:CF:11:10:6A:80,35.953,-83.189,2025-01-04T16:49:19.324000-05:00,2025-01-04T17:26:33.137242-05:00,1.73603E+12,1.73603E+12
4B:97:05:10:6A:80,39.413,-84.4,2025-01-04T16:51:05.242000-05:00,2025-01-04T16:51:33.811751-05:00,1.73603E+12,1.73603E+12
95:CF:1E:10:6A:80,38.747,-77.458,2025-01-04T16:51:24.571000-05:00,2025-01-04T19:42:35.207779-05:00,1.73603E+12,1.73604E+12
63:E5:73:40:EE:C0,35.8,-83.644,2025-01-04T16:52:19.235000-05:00,2025-01-04T17:27:09.470315-05:00,1.73603E+12,1.73603E+12
F3:7A:0D:10:6A:80,35.919,-83.961,2025-01-04T16:52:41.139000-05:00,2025-01-04T17:34:20.664057-05:00,1.73603E+12,1.73603E+12
59:15:03:10:6A:80,35.938,-84.086,2025-01-04T16:54:26.270000-05:00,2025-01-04T17:50:23.465335-05:00,1.73603E+12,1.73603E+12
25:CA:0D:10:6A:80,37.138,-80.7,2025-01-04T16:56:06.687000-05:00,2025-01-04T17:58:49.704986-05:00,1.73603E+12,1.73603E+12
B7:6E:0B:10:6A:80,37.551,-77.075,2025-01-04T16:56:11.461000-05:00,2025-01-04T19:05:25.685354-05:00,1.73603E+12,1.73604E+12
25:9A:06:10:6A:80,36.85,-76.345,2025-01-04T16:58:50.670000-05:00,2025-01-04T16:59:09.171639-05:00,1.73603E+12,1.73603E+12
2F:9A:28:10:6A:80,36.343,-82.546,2025-01-04T16:59:11.895000-05:00,2025-01-04T16:59:47.016785-05:00,1.73603E+12,1.73603E+12
C7:7B:08:10:6A:80,36.75,-76.232,2025-01-04T16:59:51.723000-05:00,2025-01-04T19:00:11.267483-05:00,1.73603E+12,1.73604E+12
8F:A4:0D:10:6A:80,38.331,-78.724,2025-01-04T17:00:06.873000-05:00,2025-01-04T17:00:44.068929-05:00,1.73603E+12,1.73603E+12
