sensor_id,latitude,longitude,outage
D9:2F:20:10:6A:80,32.27,-95.298,no
79:AA:15:10:6A:80,33.545,-96.56,no
05:E2:14:10:6A:80,33.026,-97.087,no
61:29:12:10:6A:80,33.264,-96.738,no
4D:2C:12:10:6A:80,33.844,-98.575,no
3D:7E:16:10:6A:80,32.969,-96.798,no
9F:B1:15:10:6A:80,33.143,-96.76,no
C9:43:15:10:6A:80,32.428,-97.772,no
8F:D7:1F:10:6A:80,32.993,-95.514,no
81:2C:12:10:6A:80,32.538,-97.124,no
6D:3E:20:10:6A:80,33.292,-96.568,no
5F:6A:15:10:6A:80,32.772,-97.175,no
81:66:24:10:6A:80,32.234,-95.448,no
95:C1:0D:10:6A:80,33.021,-96.895,no
CF:DD:15:10:6A:80,32.653,-97.434,no
C1:24:0C:10:6A:80,32.728,-96.407,no
BB:31:12:10:6A:80,33.215,-97.603,no
89:88:15:10:6A:80,32.619,-97.089,no
1F:80:15:10:6A:80,32.671,-97.442,no
09:51:21:10:6A:80,32.844,-96.304,no
3B:06:15:10:6A:80,32.92,-96.791,no
99:72:15:10:6A:80,32.568,-97.345,no
6F:DA:15:10:6A:80,32.606,-97.403,no
B1:6A:15:10:6A:80,33.229,-96.692,no
AD:D5:15:10:6A:80,32.649,-96.97,no
6B:81:15:10:6A:80,33.197,-96.774,no
EF:EC:1D:10:6A:80,32.989,-96.335,no
91:49:25:10:6A:80,33.016,-96.862,no
51:D7:24:10:6A:80,32.324,-96.195,no
EF:2A:28:10:6A:80,32.862,-95.739,no
6F:06:15:10:6A:80,32.917,-97.829,no
87:5E:20:10:6A:80,32.482,-96.889,no
49:05:15:10:6A:80,33.144,-96.728,no
27:51:16:10:6A:80,32.996,-96.984,no
AD:E6:19:10:6A:80,33.171,-96.529,no
59:3D:13:10:6A:80,32.931,-97.15,no
29:E2:14:10:6A:80,32.762,-97.121,no
83:53:16:10:6A:80,33.194,-96.878,no
F9:85:21:10:6A:80,32.596,-96.916,no
7F:D1:24:10:6A:80,33.35,-96.575,no
23:2A:27:10:6A:80,32.953,-97.279,no
75:52:16:10:6A:80,32.647,-97.806,no
91:53:16:10:6A:80,32.962,-96.675,no
71:52:21:10:6A:80,32.337,-96.638,no
63:0D:26:10:6A:80,32.737,-96.573,no
D5:52:16:10:6A:80,33.262,-96.911,no
A1:61:15:10:6A:80,33.032,-96.892,no
4B:C2:14:10:6A:80,33.193,-96.752,no
63:70:15:10:6A:80,33.199,-96.798,no
03:77:15:10:6A:80,32.875,-96.592,no
1D:21:13:10:6A:80,32.893,-96.56,no
9D:5E:1F:10:6A:80,33.01,-96.921,no
01:A1:15:10:6A:80,32.593,-97.138,no
3B:DC:15:10:6A:80,33.138,-97.053,no
05:2B:12:10:6A:80,32.974,-96.773,no
FF:67:16:10:6A:80,32.858,-96.965,no
71:F7:14:10:6A:80,33.051,-97.338,no
19:A1:25:10:6A:80,33.296,-96.565,no
3D:2E:13:10:6A:80,32.944,-96.719,no
43:8F:16:10:6A:80,32.558,-97.061,no
5B:5B:16:10:6A:80,32.861,-96.481,no
95:60:16:10:6A:80,32.959,-96.987,no
2F:00:15:10:6A:80,33.173,-97.164,no
33:6E:24:10:6A:80,32.46,-96.812,no
E3:06:15:10:6A:80,33.494,-97.291,no
B9:51:16:10:6A:80,33.05,-96.709,no
33:A1:15:10:6A:80,33.14,-97.258,no
C3:27:13:10:6A:80,32.971,-96.98,no
23:17:16:10:6A:80,33.225,-96.676,no
29:6C:15:10:6A:80,32.584,-97.096,no
73:7C:15:10:6A:80,32.755,-97.162,no
91:2D:13:10:6A:80,32.436,-96.949,no
A3:08:15:10:6A:80,33.102,-96.883,no
8B:3F:16:10:6A:80,33.146,-96.715,no
A7:6F:0B:10:6A:80,33.144,-97.25,no
B1:E7:14:10:6A:80,33.026,-96.55,no
FD:21:16:10:6A:80,32.576,-97.372,no
89:2F:15:10:6A:80,32.837,-96.816,no
21:53:16:10:6A:80,33.06,-97.091,no
73:31:13:10:6A:80,32.818,-97.25,no
87:08:15:10:6A:80,33.284,-96.739,no
71:3D:13:10:6A:80,32.588,-97.401,no
85:7B:16:10:6A:80,33.027,-97.333,no
AF:F8:11:10:6A:80,33.041,-96.914,no
AB:2B:16:10:6A:80,32.908,-97.553,no
41:40:13:10:6A:80,32.331,-97.395,no
AD:19:15:10:6A:80,33.059,-97.033,no
65:7F:15:10:6A:80,32.66,-97.219,no
73:6B:16:10:6A:80,31.971,-97.684,no
93:F1:15:10:6A:80,33.251,-96.971,no
AB:F8:14:10:6A:80,33.187,-96.872,no
79:9E:1E:10:6A:80,33.152,-96.513,no
7D:91:15:10:6A:80,33.163,-96.717,no
A5:93:16:10:6A:80,33.109,-96.857,no
7B:91:16:10:6A:80,32.626,-98.146,no
EB:E0:14:10:6A:80,33.002,-96.832,no
65:3F:13:10:6A:80,32.685,-96.609,no
3D:E0:14:10:6A:80,33.021,-97.31,no
8B:46:21:10:6A:80,33.007,-96.867,no
1B:8E:1A:10:6A:80,32.813,-96.639,no
29:DF:14:10:6A:80,32.959,-96.992,no
19:82:0E:10:6A:80,32.834,-96.751,no
05:DD:15:10:6A:80,32.933,-97.182,no
F9:BE:24:10:6A:80,32.688,-96.41,no
E3:28:16:10:6A:80,32.908,-97.208,no
93:CD:15:10:6A:80,33.018,-97.043,no
29:2A:13:10:6A:80,33.134,-96.867,no
9D:E0:14:10:6A:80,33.427,-96.56,no
A7:07:16:10:6A:80,33.138,-97.086,no
AF:E8:1F:10:6A:80,32.987,-95.483,no
0D:74:15:10:6A:80,33.161,-96.752,no
87:62:0D:10:6A:80,33.229,-96.849,no
BB:1D:26:10:6A:80,32.913,-97.279,yes
4F:7B:15:10:6A:80,33.018,-96.774,no
15:C6:21:10:6A:80,33.659,-95.496,no
B7:09:15:10:6A:80,33.211,-96.732,no
95:F3:14:10:6A:80,33.131,-96.759,no
7F:5F:16:10:6A:80,32.708,-97.041,no
9B:E1:15:10:6A:80,32.885,-97.425,no
D3:3E:10:10:6A:80,33.029,-96.917,no
49:6E:27:10:6A:80,32.826,-96.746,no
9F:1A:16:10:6A:80,32.828,-96.482,no
9F:4F:16:10:6A:80,32.835,-97.095,no
79:32:16:10:6A:80,32.897,-96.737,no
F7:2C:20:10:6A:80,32.767,-96.452,no
05:6D:18:10:6A:80,33.535,-96.455,no
AF:8F:16:10:6A:80,32.682,-97.633,no
2D:B0:15:10:6A:80,32.977,-97.006,no
6B:75:15:10:6A:80,32.968,-96.635,no
EF:E8:15:10:6A:80,33.058,-96.785,no
7B:05:16:10:6A:80,32.525,-97.095,no
15:54:21:10:6A:80,33.215,-96.706,no
65:42:21:10:6A:80,32.271,-95.327,no
F9:2C:13:10:6A:80,32.821,-96.702,no
97:3C:13:10:6A:80,32.826,-96.964,no
97:23:27:10:6A:80,32.948,-97.279,no
1F:8F:23:10:6A:80,32.289,-95.263,no
A5:3F:16:10:6A:80,32.784,-97.28,no
59:20:15:10:6A:80,32.936,-97.158,no
81:29:15:10:6A:80,32.696,-97.197,no
55:07:15:10:6A:80,32.481,-97.335,no
BB:30:13:10:6A:80,32.861,-96.741,no
29:08:15:10:6A:80,33.238,-96.92,no
17:5F:16:10:6A:80,32.699,-97.127,no
AB:1E:15:10:6A:80,32.757,-97.655,no
55:09:25:10:6A:80,32.872,-96.635,no
97:5E:16:10:6A:80,32.906,-96.951,no
27:DC:14:10:6A:80,32.71,-97.431,no
5B:07:16:10:6A:80,32.599,-97.048,no
D3:2C:16:10:6A:80,32.662,-97.066,no
19:5A:16:10:6A:80,33.026,-97.067,no
C3:F8:14:10:6A:80,33.017,-97.214,no
9F:56:0D:10:6A:80,33.07,-96.266,no
FD:8E:16:10:6A:80,32.007,-99.005,no
EB:21:03:10:6A:80,33.186,-96.752,no
BB:30:15:10:6A:80,32.866,-96.592,no
CF:0A:11:10:6A:80,33.08,-96.703,no
49:04:1F:10:6A:80,32.687,-96.453,no
C5:2D:12:10:6A:80,32.972,-96.851,no
AF:3D:13:10:6A:80,32.842,-98.488,no
75:29:12:10:6A:80,32.921,-96.951,no
87:F2:14:10:6A:80,33.114,-96.782,no
A9:7E:15:10:6A:80,32.727,-97.155,no
95:82:15:10:6A:80,32.447,-97.845,no
D9:54:16:10:6A:80,33.035,-96.933,no
07:C6:12:10:6A:80,32.912,-97.276,no
BD:06:16:10:6A:80,32.811,-97.151,no
81:DF:23:10:6A:80,32.801,-96.762,no
9B:E9:12:10:6A:80,32.755,-97.427,no
69:11:15:10:6A:80,33.116,-96.614,no
13:3D:13:10:6A:80,32.891,-97.267,no
E7:B1:25:10:6A:80,33.212,-96.287,no
71:02:15:10:6A:80,32.59,-97.38,no
DF:54:25:10:6A:80,33.303,-96.577,no
87:77:15:10:6A:80,32.962,-97.091,no
35:82:16:10:6A:80,33.027,-96.555,no
8B:93:16:10:6A:80,32.955,-96.78,no
3D:17:16:10:6A:80,33.165,-96.909,no
B7:AA:25:10:6A:80,33.036,-96.652,no
65:14:15:10:6A:80,32.698,-96.864,no
75:7D:25:10:6A:80,32.759,-96.283,no
E3:8D:21:10:6A:80,31.95,-96.278,no
A7:DF:1E:10:6A:80,32.498,-95.839,no
ED:0C:16:10:6A:80,33.162,-97.092,no
29:DC:14:10:6A:80,32.417,-96.971,no
A5:62:24:10:6A:80,32.975,-96.956,no
4F:7B:16:10:6A:80,32.56,-97.345,no
89:2F:27:10:6A:80,33.001,-96.911,no
31:C3:0D:10:6A:80,32.033,-97.054,no
3B:05:27:10:6A:80,33.358,-96.562,no
07:0F:16:10:6A:80,33.061,-96.836,no
61:59:13:10:6A:80,33.084,-97.079,no
2D:40:16:10:6A:80,32.996,-97.263,no
5B:AF:25:10:6A:80,32.343,-96.218,no
99:28:16:10:6A:80,32.949,-97.33,no
EB:A0:0E:10:6A:80,33.253,-96.937,no
79:36:16:10:6A:80,33.132,-96.579,no
D3:24:16:10:6A:80,32.86,-98.448,no
31:EB:26:10:6A:80,33.169,-96.404,no
A9:77:15:10:6A:80,32.661,-97.355,no
E9:28:16:10:6A:80,33.096,-96.907,no
FF:28:16:10:6A:80,33.054,-96.861,no
2D:29:16:10:6A:80,33.168,-96.871,no
1B:16:15:10:6A:80,32.94,-96.803,no
1F:0E:16:10:6A:80,33.138,-96.621,no
6F:2C:23:10:6A:80,32.752,-96.419,no
17:13:15:10:6A:80,32.851,-97.366,no
EF:46:1F:10:6A:80,32.834,-96.746,no
B5:0D:16:10:6A:80,33.186,-96.708,no
4D:E3:15:10:6A:80,33.085,-96.768,no
67:7E:16:10:6A:80,32.896,-96.818,no
BD:10:15:10:6A:80,33.281,-96.745,no
E9:56:16:10:6A:80,33.381,-96.686,no
CB:18:16:10:6A:80,32.975,-96.786,no
E5:54:16:10:6A:80,33.855,-98.5,no
DF:34:12:10:6A:80,32.684,-96.845,no
A5:4D:15:10:6A:80,32.562,-97.153,no
93:8E:15:10:6A:80,32.857,-96.71,no
D9:2C:1A:10:6A:80,32.773,-96.433,no
77:18:15:10:6A:80,33.187,-96.841,no
A7:34:15:10:6A:80,33.264,-97.115,no
53:F2:14:10:6A:80,32.692,-97.198,no
D7:1B:21:10:6A:80,32.996,-96.896,no
DF:8D:16:10:6A:80,33.038,-96.571,no
0D:F0:15:10:6A:80,33.212,-96.87,no
83:69:15:10:6A:80,32.906,-97.12,no
91:12:15:10:6A:80,33.154,-96.897,no
05:2A:12:10:6A:80,32.595,-97.051,no
91:E2:14:10:6A:80,32.844,-96.565,no
41:24:24:10:6A:80,32.933,-97.276,no
D7:A9:16:10:6A:80,33.039,-97.107,no
4B:AA:15:10:6A:80,32.737,-97.408,no
B1:20:16:10:6A:80,33.028,-96.868,no
AB:28:16:10:6A:80,33.276,-96.774,no
21:F3:15:10:6A:80,33.145,-96.896,no
21:B3:15:10:6A:80,32.901,-97.227,no
91:D2:15:10:6A:80,32.732,-97.423,no
F5:F1:11:10:6A:80,31.921,-95.288,no
09:24:16:10:6A:80,33.144,-96.874,no
C1:D1:15:10:6A:80,32.985,-96.526,no
91:68:16:10:6A:80,33.206,-96.724,no
F7:34:16:10:6A:80,33.058,-97.079,no
EF:6B:0E:10:6A:80,32.772,-96.84,no
39:13:15:10:6A:80,32.698,-97.383,no
1F:0A:16:10:6A:80,33.199,-96.683,no
8D:06:16:10:6A:80,32.712,-97.005,no
87:E3:15:10:6A:80,32.963,-96.966,no
F3:F0:15:10:6A:80,32.717,-97.133,no
8B:0B:16:10:6A:80,32.961,-96.973,no
CF:30:27:10:6A:80,33.002,-96.926,no
D7:F4:15:10:6A:80,33.211,-96.644,no
DD:41:16:10:6A:80,33.04,-96.996,no
61:6B:21:10:6A:80,32.872,-96.636,no
01:EF:15:10:6A:80,32.754,-97.368,no
A3:0F:16:10:6A:80,33.873,-98.502,no
A1:1C:24:10:6A:80,32.3,-95.481,no
49:DE:14:10:6A:80,33.085,-96.78,no
21:F5:15:10:6A:80,33.025,-96.913,no
59:46:16:10:6A:80,33.172,-96.767,no
51:49:12:10:6A:80,33.031,-96.718,yes
A5:1F:16:10:6A:80,33.154,-96.718,no
BD:FA:15:10:6A:80,32.803,-96.975,no
91:2C:16:10:6A:80,32.732,-97.747,no
FF:E3:15:10:6A:80,33.242,-97.124,no
B1:E6:15:10:6A:80,33.727,-96.568,no
11:2F:16:10:6A:80,32.698,-97.169,no
67:CD:15:10:6A:80,33.868,-98.513,no
67:26:15:10:6A:80,33.275,-96.981,no
25:47:16:10:6A:80,33.059,-97.033,no
9F:23:16:10:6A:80,32.889,-98.485,no
69:90:15:10:6A:80,33.268,-97.215,no
35:2B:16:10:6A:80,33.282,-96.627,no
A7:26:16:10:6A:80,33.159,-97.078,no
AF:2E:23:10:6A:80,33.156,-95.954,no
13:39:23:10:6A:80,32.71,-96.59,no
0F:DD:15:10:6A:80,33.27,-96.888,no
23:14:20:10:6A:80,32.568,-96.846,no
63:25:16:10:6A:80,33.178,-96.657,no
73:12:15:10:6A:80,32.344,-97.405,no
43:11:26:10:6A:80,32.424,-96.828,no
2D:9C:14:10:6A:80,32.846,-96.585,no
93:4F:16:10:6A:80,32.933,-97.161,no
25:4B:0F:10:6A:80,32.97,-96.59,no
2B:20:16:10:6A:80,32.973,-97.097,no
DD:21:16:10:6A:80,33.148,-96.796,no
69:8D:21:10:6A:80,33.418,-96.608,no
79:4F:16:10:6A:80,32.589,-97.34,no
4B:19:15:10:6A:80,32.993,-96.984,no
FF:3F:13:10:6A:80,33.037,-96.734,no
61:F5:15:10:6A:80,32.994,-96.648,no
FD:2F:16:10:6A:80,33.139,-96.864,no
FF:12:15:10:6A:80,32.511,-96.93,no
1D:77:15:10:6A:80,33.144,-97.07,no
61:27:16:10:6A:80,33.163,-96.747,no
BF:2B:16:10:6A:80,33.028,-97.14,no
17:E5:15:10:6A:80,33.014,-96.529,no
F1:06:15:10:6A:80,32.203,-97.492,no
B1:E3:15:10:6A:80,32.641,-97.152,no
17:0C:16:10:6A:80,32.41,-97.007,no
4B:66:15:10:6A:80,33.287,-96.632,no
D9:27:16:10:6A:80,32.699,-97.175,no
59:13:15:10:6A:80,33.051,-96.727,no
33:46:16:10:6A:80,33.167,-96.738,no
67:31:15:10:6A:80,33.054,-97.057,no
1F:2C:16:10:6A:80,33.031,-97.343,no
7B:0C:16:10:6A:80,32.998,-97.367,no
61:75:15:10:6A:80,32.897,-96.432,no
17:D6:15:10:6A:80,32.932,-97.164,no
AB:41:16:10:6A:80,32.22,-98.236,no
7F:CD:15:10:6A:80,32.961,-97.144,no
CF:03:15:10:6A:80,32.757,-96.755,no
E9:13:15:10:6A:80,33.181,-96.892,no
97:0A:16:10:6A:80,33.022,-97.102,no
8F:41:16:10:6A:80,33.006,-96.995,no
29:52:21:10:6A:80,32.528,-96.842,no
E3:22:16:10:6A:80,33.113,-96.697,no
03:0D:16:10:6A:80,32.42,-96.933,no
51:05:16:10:6A:80,32.805,-97.073,no
97:95:1E:10:6A:80,32.969,-97.266,no
91:73:15:10:6A:80,32.876,-96.718,no
A5:D5:15:10:6A:80,33.196,-96.706,no
BF:70:15:10:6A:80,33.19,-96.692,no
6D:42:16:10:6A:80,33.181,-96.843,no
81:18:16:10:6A:80,33.195,-96.707,no
13:2D:23:10:6A:80,33.481,-96.366,no
E1:46:15:10:6A:80,33.016,-97.024,no
3B:3C:16:10:6A:80,32.943,-96.446,no
C9:54:16:10:6A:80,32.879,-97.077,no
53:73:15:10:6A:80,32.629,-97.145,no
A3:6D:15:10:6A:80,32.524,-97.357,no
29:84:21:10:6A:80,32.117,-95.448,no
D7:FC:15:10:6A:80,32.424,-96.68,no
09:FA:15:10:6A:80,32.957,-96.574,no
91:C6:14:10:6A:80,32.781,-97.555,no
B5:40:1E:10:6A:80,32.902,-97.302,no
A7:73:15:10:6A:80,32.936,-96.523,no
55:8C:1A:10:6A:80,32.628,-96.466,no
F1:52:25:10:6A:80,32.81,-96.479,no
95:F9:15:10:6A:80,33.559,-97.136,no
13:EE:19:10:6A:80,33.14,-97.036,no
B7:27:16:10:6A:80,32.753,-96.831,no
93:F4:0B:10:6A:80,32.969,-96.581,no
C1:74:15:10:6A:80,32.993,-96.994,no
37:FB:14:10:6A:80,32.741,-97.389,no
07:50:16:10:6A:80,32.704,-97.002,no
EB:54:15:10:6A:80,33.217,-96.934,no
F5:6D:15:10:6A:80,33.245,-96.91,no
33:0D:16:10:6A:80,32.917,-97.411,no
B3:98:1B:10:6A:80,32.988,-96.895,no
4F:F7:1E:10:6A:80,33.239,-96.832,no
F7:E7:15:10:6A:80,32.753,-97.378,no
AD:C7:14:10:6A:80,32.932,-96.956,no
69:3F:1E:10:6A:80,32.664,-95.448,no
EB:3E:1E:10:6A:80,32.736,-96.543,no
65:B4:14:10:6A:80,32.699,-97.168,no
BB:CA:11:10:6A:80,33.065,-96.903,no
15:73:15:10:6A:80,32.854,-96.771,no
49:55:15:10:6A:80,32.884,-97.081,no
E1:0D:16:10:6A:80,33.068,-96.903,no
31:66:15:10:6A:80,32.586,-97.111,no
F9:EB:14:10:6A:80,33.181,-96.958,no
4B:34:21:10:6A:80,32.488,-96.875,no
3B:6D:15:10:6A:80,33.052,-96.76,no
EF:74:15:10:6A:80,33.192,-96.966,no
57:80:16:10:6A:80,32.686,-97.176,no
C9:72:15:10:6A:80,32.645,-97.024,no
E5:E0:15:10:6A:80,31.922,-95.731,no
37:CC:24:10:6A:80,33.277,-96.539,no
AF:18:16:10:6A:80,32.871,-96.4,no
E1:28:16:10:6A:80,32.871,-96.4,no
01:72:15:10:6A:80,32.739,-97.006,no
37:75:15:10:6A:80,33.074,-96.899,no
0F:FA:19:10:6A:80,32.753,-96.451,no
03:07:16:10:6A:80,32.963,-97.209,no
81:8F:16:10:6A:80,32.887,-96.711,no
7F:E2:23:10:6A:80,32.655,-96.548,no
47:C0:14:10:6A:80,32.833,-96.966,no
1B:EF:27:10:6A:80,32.575,-97.599,no
DD:12:15:10:6A:80,32.455,-96.962,no
53:DE:15:10:6A:80,33.194,-96.888,no
0B:D9:18:10:6A:80,33.237,-96.737,no
89:4E:16:10:6A:80,32.925,-96.963,no
9D:FC:15:10:6A:80,32.847,-97.002,no
D1:D9:15:10:6A:80,33.226,-96.517,no
AB:10:1A:10:6A:80,33.265,-96.832,no
F3:0A:16:10:6A:80,33.09,-96.6,no
D3:F5:14:10:6A:80,32.694,-97.135,no
B5:05:16:10:6A:80,32.729,-96.913,no
3D:78:1A:10:6A:80,32.865,-95.408,no
99:82:15:10:6A:80,32.195,-98.194,no
F1:DE:15:10:6A:80,33.16,-96.921,no
09:DB:15:10:6A:80,33.067,-96.757,no
3F:3D:13:10:6A:80,32.844,-97.066,no
43:75:15:10:6A:80,32.961,-97.361,no
31:7D:16:10:6A:80,32.849,-96.786,no
67:D7:15:10:6A:80,32.923,-97.182,no
4D:30:1A:10:6A:80,32.589,-96.826,no
29:C2:14:10:6A:80,32.964,-97.108,no
8F:51:16:10:6A:80,33.127,-96.679,no
FF:05:19:10:6A:80,33.294,-96.597,no
EB:3C:13:10:6A:80,33.216,-97.152,no
2F:A7:27:10:6A:80,32.824,-96.753,no
3D:3D:1A:10:6A:80,32.647,-96.401,no
D7:3A:16:10:6A:80,33.241,-96.615,no
B7:20:16:10:6A:80,33.043,-96.583,no
27:07:16:10:6A:80,32.881,-97.272,no
F3:74:21:10:6A:80,32.268,-95.336,no
93:2E:16:10:6A:80,32.979,-96.67,no
A7:E9:14:10:6A:80,33.254,-96.701,no
F9:7B:15:10:6A:80,33.868,-98.504,no
EF:DD:14:10:6A:80,33.287,-96.772,no
05:E6:15:10:6A:80,33.215,-96.764,no
79:06:16:10:6A:80,32.708,-97.517,no
07:71:21:10:6A:80,32.757,-96.602,no
79:F2:15:10:6A:80,32.423,-96.99,no
F5:25:16:10:6A:80,33.071,-96.697,no
A1:EC:15:10:6A:80,32.956,-96.453,no
55:3B:15:10:6A:80,32.889,-97.083,no
B5:E6:15:10:6A:80,32.98,-96.794,no
73:03:1A:10:6A:80,33.667,-95.516,no
37:37:16:10:6A:80,32.73,-97.46,no
13:76:1A:10:6A:80,32.598,-96.866,no
6F:4B:0B:10:6A:80,32.614,-97.405,no
8B:70:15:10:6A:80,33.254,-96.966,no
0F:B7:14:10:6A:80,33.198,-96.98,no
F5:C5:07:10:6A:80,33.044,-96.294,no
85:82:15:10:6A:80,32.674,-97.456,no
B1:70:15:10:6A:80,33.108,-96.845,no
67:A4:1E:10:6A:80,32.95,-96.325,no
01:71:15:10:6A:80,32.943,-96.887,no
F9:62:16:10:6A:80,33.246,-96.69,no
2D:0B:16:10:6A:80,33.197,-96.88,no
E1:2C:16:10:6A:80,33.023,-96.774,no
3F:27:16:10:6A:80,32.834,-97.115,no
A9:E9:1E:10:6A:80,31.996,-97.701,no
5F:FC:15:10:6A:80,32.467,-97.002,no
35:35:16:10:6A:80,32.753,-97.821,no
99:7B:15:10:6A:80,33.173,-96.717,no
9D:80:15:10:6A:80,33.029,-97.151,no
17:8F:23:10:6A:80,32.472,-96.814,no
F1:2F:13:10:6A:80,33.177,-96.739,no
3F:46:16:10:6A:80,32.979,-97.009,no
21:93:24:10:6A:80,32.847,-95.575,no
07:15:15:10:6A:80,33.242,-96.92,no
29:29:12:10:6A:80,32.718,-97.316,no
87:4B:16:10:6A:80,32.641,-97.546,no
67:33:24:10:6A:80,32.588,-96.425,no
89:CB:1E:10:6A:80,32.615,-96.544,no
C9:0F:16:10:6A:80,33.106,-96.706,no
97:2A:13:10:6A:80,32.737,-97.276,no
35:49:16:10:6A:80,33.249,-96.602,no
E1:7A:15:10:6A:80,32.659,-97.442,no
01:23:16:10:6A:80,32.881,-97.331,no
43:DD:15:10:6A:80,33.234,-96.696,no
7D:65:15:10:6A:80,33.084,-96.87,no
2F:4F:21:10:6A:80,31.804,-95.621,no
C5:3F:05:10:6A:80,33.104,-96.636,no
01:0E:16:10:6A:80,33.009,-97.231,no
DD:4B:16:10:6A:80,32.842,-96.607,no
AF:7C:16:10:6A:80,32.902,-97.23,no
BF:EF:18:10:6A:80,32.376,-96.819,no
9D:EB:12:10:6A:80,32.869,-96.958,no
F1:71:15:10:6A:80,32.873,-96.478,no
DB:6D:24:10:6A:80,33.028,-96.645,no
F1:73:15:10:6A:80,32.9,-97.112,no
AD:80:15:10:6A:80,33.034,-96.905,no
27:B7:14:10:6A:80,32.926,-96.798,no
C9:C4:25:10:6A:80,32.989,-96.335,no
E3:49:16:10:6A:80,32.66,-96.945,no
BB:C9:18:10:6A:80,32.347,-96.782,no
BB:16:16:10:6A:80,32.824,-97.157,no
FF:57:16:10:6A:80,32.991,-96.602,no
3D:51:21:10:6A:80,32.35,-96.657,no
85:61:16:10:6A:80,32.746,-97.376,no
85:DC:19:10:6A:80,32.74,-96.588,no
55:DE:15:10:6A:80,32.558,-97.075,yes
F1:11:16:10:6A:80,33.205,-96.907,no
CB:3A:10:10:6A:80,32.842,-96.682,no
57:1B:16:10:6A:80,32.855,-97.155,no
F7:FD:1E:10:6A:80,33.268,-96.837,no
83:0F:16:10:6A:80,32.97,-96.761,no
2D:C2:14:10:6A:80,32.989,-97.009,no
11:48:1E:10:6A:80,32.673,-96.447,no
F1:16:16:10:6A:80,32.645,-97.021,no
AF:7E:15:10:6A:80,32.771,-96.702,no
5D:D4:15:10:6A:80,33.651,-96.618,no
17:36:16:10:6A:80,33.042,-97.08,no
FF:6F:0B:10:6A:80,33.846,-98.486,no
E9:88:10:10:6A:80,32.88,-96.469,no
D5:08:15:10:6A:80,32.865,-97.163,no
A1:29:0C:10:6A:80,32.845,-96.999,no
D5:15:13:10:6A:80,32.637,-97.189,no
CD:1B:16:10:6A:80,32.651,-97.002,no
2B:56:0B:10:6A:80,33.256,-96.596,no
65:4B:16:10:6A:80,33.257,-97.119,no
2D:6A:16:10:6A:80,33.021,-97.228,no
41:B0:15:10:6A:80,33.117,-96.648,no
25:36:16:10:6A:80,32.56,-97.791,no
2F:59:16:10:6A:80,32.966,-96.789,no
E3:1A:16:10:6A:80,33.085,-97.704,no
1D:95:20:10:6A:80,32.541,-96.748,no
21:AC:1E:10:6A:80,33.091,-96.504,no
83:B9:15:10:6A:80,32.872,-97.203,no
AD:DA:14:10:6A:80,32.579,-97.168,no
15:12:13:10:6A:80,33.161,-97.058,no
C1:89:1A:10:6A:80,33.03,-96.686,no
91:2B:16:10:6A:80,32.796,-97.191,no
29:0A:16:10:6A:80,32.583,-97.086,no
6D:F2:15:10:6A:80,32.975,-96.988,no
6D:08:13:10:6A:80,33.225,-96.659,no
75:5F:16:10:6A:80,33.14,-97.193,no
8D:79:15:10:6A:80,33.207,-97.749,no
C9:8C:16:10:6A:80,32.719,-97.13,no
71:09:15:10:6A:80,33.17,-96.764,no
E9:EB:14:10:6A:80,33.125,-96.884,no
CD:F1:14:10:6A:80,33.28,-96.612,no
CF:0A:13:10:6A:80,33.084,-97.068,no
65:F3:14:10:6A:80,33.074,-96.661,no
93:24:13:10:6A:80,33.212,-96.766,no
B3:E9:12:10:6A:80,33.016,-96.632,no
15:7B:21:10:6A:80,32.795,-96.482,no
0B:09:13:10:6A:80,32.435,-97.696,no
2D:77:15:10:6A:80,32.181,-96.014,no
2B:C7:1A:10:6A:80,32.994,-96.917,no
BD:7C:15:10:6A:80,32.907,-98.011,no
F3:56:16:10:6A:80,33.141,-96.767,no
DF:EC:12:10:6A:80,32.654,-97.162,no
8B:1B:16:10:6A:80,32.752,-96.833,no
9B:75:16:10:6A:80,32.626,-97.111,no
55:58:16:10:6A:80,32.621,-97.113,no
91:54:16:10:6A:80,33.077,-97.119,no
65:F2:12:10:6A:80,32.962,-96.981,no
7D:0A:16:10:6A:80,33.065,-97.058,no
61:0C:16:10:6A:80,32.366,-97.665,no
CB:86:15:10:6A:80,33.3,-96.747,no
9F:1B:16:10:6A:80,32.959,-97.234,no
57:E9:14:10:6A:80,33.06,-96.715,no
69:EF:12:10:6A:80,33.203,-96.728,no
39:80:15:10:6A:80,33.017,-96.594,no
4B:53:16:10:6A:80,32.952,-97.16,no
7F:37:16:10:6A:80,32.96,-96.806,no
81:74:15:10:6A:80,33.184,-96.788,no
2D:11:16:10:6A:80,32.914,-97.105,no
79:0F:13:10:6A:80,32.792,-97.736,no
03:0E:13:10:6A:80,33.902,-98.532,no
EB:BC:1A:10:6A:80,32.777,-96.574,no
DF:75:15:10:6A:80,32.963,-97.165,no
CF:93:1B:10:6A:80,32.01,-97.114,no
BB:E5:14:10:6A:80,32.62,-97.175,no
99:30:16:10:6A:80,33.053,-96.735,no
3B:23:16:10:6A:80,32.56,-97.4,no
E7:04:13:10:6A:80,33.636,-98.017,no
25:03:13:10:6A:80,32.704,-97.458,no
D3:C6:1E:10:6A:80,33.348,-96.577,no
