sensor_id,latitude,longitude,outage
6B:3F:A6:51:7F:C4,32.98,-96.763,no
03:47:A6:51:7F:C4,33.11,-97.227,no
3B:46:A6:51:7F:C4,33.049,-96.728,no
61:F8:A5:51:7F:C4,32.801,-96.614,no
6D:FB:A5:51:7F:C4,33.034,-96.722,no
77:3D:A6:51:7F:C4,32.557,-97.055,no
EF:43:A6:51:7F:C4,32.244,-95.317,no
55:84:A6:51:7F:C4,32.891,-97.246,no
59:49:A6:51:7F:C4,32.708,-96.99,no
89:84:A6:51:7F:C4,33.11,-96.613,no
53:07:A6:51:7F:C4,33.09,-96.721,no
F7:0F:A6:51:7F:C4,32.656,-97.109,no
F3:6B:A6:51:7F:C4,32.609,-97.419,no
CF:0A:A6:51:7F:C4,32.861,-97.12,no
8D:49:A6:51:7F:C4,33.876,-98.512,no
AD:6C:A6:51:7F:C4,32.69,-97.108,no
65:47:A6:51:7F:C4,32.937,-97.225,no
7B:4A:A6:51:7F:C4,32.952,-97.166,no
A5:4C:A6:51:7F:C4,33.099,-97.116,no
BF:6A:A6:51:7F:C4,32.475,-95.348,no
13:00:A6:51:7F:C4,33.265,-96.886,no
03:FA:A5:51:7F:C4,32.646,-97.149,no
71:06:A6:51:7F:C4,32.825,-97.147,no
71:40:A6:51:7F:C4,33.913,-98.52,no
DD:11:A6:51:7F:C4,32.727,-97.146,no
4F:6B:A6:51:7F:C4,32.988,-96.721,no
49:FC:A5:51:7F:C4,32.996,-96.741,no
61:00:A6:51:7F:C4,33.094,-97.084,no
27:15:A6:51:7F:C4,33.161,-96.677,no
E5:F5:A5:51:7F:C4,32.914,-97.235,no
35:FF:A5:51:7F:C4,32.914,-96.783,no
3D:07:A6:51:7F:C4,33.006,-96.792,no
C3:88:A6:51:7F:C4,32.891,-96.84,no
D1:3C:A6:51:7F:C4,33.08,-96.763,no
83:3C:A6:51:7F:C4,32.821,-96.984,no
03:16:A6:51:7F:C4,32.822,-97.215,no
A5:F4:A5:51:7F:C4,32.778,-97.855,no
1F:4B:A6:51:7F:C4,32.758,-96.569,no
25:41:A6:51:7F:C4,32.762,-96.574,no
AB:82:A6:51:7F:C4,32.942,-96.967,no
11:44:A6:51:7F:C4,32.878,-96.467,no
FF:00:A6:51:7F:C4,32.582,-97.492,no
33:8C:A5:51:7F:C4,32.842,-97.136,no
D9:6B:A6:51:7F:C4,33.04,-96.848,no
9F:46:A6:51:7F:C4,33.005,-96.904,no
0B:88:A6:51:7F:C4,32.921,-96.794,no
AB:49:A6:51:7F:C4,32.985,-96.793,no
17:88:A6:51:7F:C4,32.987,-97.386,no
2D:FB:A5:51:7F:C4,32.958,-96.784,no
5F:10:A6:51:7F:C4,33.089,-96.722,no
47:10:A6:51:7F:C4,32.867,-97.372,no
CD:69:A6:51:7F:C4,32.959,-96.691,no
67:84:A6:51:7F:C4,32.819,-97.167,no
35:43:A6:51:7F:C4,33.046,-96.727,no
99:6C:A6:51:7F:C4,32.855,-97.178,no
CD:04:A6:51:7F:C4,33.229,-96.642,no
61:48:A6:51:7F:C4,32.893,-96.717,no
69:11:A6:51:7F:C4,32.838,-97.422,no
ED:11:A6:51:7F:C4,32.813,-96.773,no
B9:FB:A5:51:7F:C4,32.87,-96.714,no
47:3D:A6:51:7F:C4,31.962,-97.385,no
BD:FA:A5:51:7F:C4,33.137,-97.686,no
5D:FB:A5:51:7F:C4,32.672,-97.5,no
47:13:A6:51:7F:C4,33.027,-96.601,no
2D:FA:A5:51:7F:C4,33.332,-96.898,no
3F:86:A6:51:7F:C4,32.904,-97.21,no
5D:F5:A5:51:7F:C4,32.756,-98.89,no
3D:6A:A6:51:7F:C4,33.07,-96.721,no
05:F1:A5:51:7F:C4,33.072,-96.719,no
DD:6B:A6:51:7F:C4,32.78,-97.031,no
BB:F8:A5:51:7F:C4,32.357,-97.666,no
CF:88:A6:51:7F:C4,32.901,-97.206,no
37:FE:A5:51:7F:C4,32.904,-96.735,no
E3:4A:A6:51:7F:C4,32.97,-97.174,no
DB:F5:A5:51:7F:C4,33.134,-97.196,no
E9:41:A6:51:7F:C4,32.913,-97.112,no
11:F4:A5:51:7F:C4,32.853,-96.739,no
65:FB:A5:51:7F:C4,32.57,-97.05,no
87:84:A6:51:7F:C4,33.077,-96.564,no
E9:4B:A6:51:7F:C4,32.891,-97.189,no
39:86:A6:51:7F:C4,32.925,-97.141,no
F5:84:A6:51:7F:C4,32.586,-97.129,no
17:3D:A6:51:7F:C4,32.938,-96.801,no
05:86:A6:51:7F:C4,33.23,-96.769,no
5B:48:A6:51:7F:C4,32.906,-97.118,no
3F:44:A6:51:7F:C4,32.93,-96.797,no
05:FD:A5:51:7F:C4,33.006,-96.813,no
E5:82:A6:51:7F:C4,33.178,-96.697,no
97:02:A6:51:7F:C4,32.859,-96.589,no
51:47:A6:51:7F:C4,33.187,-96.999,no
61:7F:A5:51:7F:C4,33.023,-96.145,no
F9:48:A6:51:7F:C4,33.144,-96.9,no
9F:8D:A5:51:7F:C4,33.141,-97.293,no
B5:0B:A6:51:7F:C4,32.937,-96.653,no
7F:F8:A5:51:7F:C4,32.929,-96.616,no
59:8D:A5:51:7F:C4,32.772,-96.594,no
AF:11:A6:51:7F:C4,32.766,-97.14,no
A1:F4:A5:51:7F:C4,32.809,-96.716,no
CB:69:A6:51:7F:C4,32.871,-96.616,no
0D:80:A5:51:7F:C4,33.001,-96.801,no
83:0F:A6:51:7F:C4,32.998,-97.198,no
8D:0F:A6:51:7F:C4,32.927,-97.328,no
E9:8F:A5:51:7F:C4,33.004,-97.17,no
77:8C:A5:51:7F:C4,32.591,-97.139,no
1D:47:A6:51:7F:C4,33.68,-95.523,no
33:83:A5:51:7F:C4,32.872,-97.274,no
B5:03:A6:51:7F:C4,32.902,-97.375,no
E9:7C:A5:51:7F:C4,32.822,-98.091,no
57:0A:A6:51:7F:C4,32.698,-97.189,no
5F:FF:A5:51:7F:C4,32.865,-96.456,no
79:8D:A5:51:7F:C4,32.679,-97.449,no
45:F4:A5:51:7F:C4,33.191,-96.873,no
51:86:A5:51:7F:C4,32.982,-96.777,no
75:7E:A5:51:7F:C4,32.917,-97.188,no
19:0D:A6:51:7F:C4,32.877,-97.126,no
F9:FA:A5:51:7F:C4,33.136,-96.673,no
15:80:A5:51:7F:C4,32.397,-96.849,no
BF:47:A6:51:7F:C4,33.035,-96.65,no
1B:6B:A5:51:7F:C4,32.612,-97.116,no
C1:44:A6:51:7F:C4,33.18,-96.707,no
A5:71:A5:51:7F:C4,33.019,-96.875,no
3B:6E:A5:51:7F:C4,32.628,-96.899,no
09:48:A6:51:7F:C4,32.914,-97.141,no
BD:FF:A5:51:7F:C4,33.244,-96.689,no
9F:75:A5:51:7F:C4,32.879,-96.642,no
E1:6C:A5:51:7F:C4,32.928,-97.364,no
3F:F9:A5:51:7F:C4,32.647,-97.357,no
9B:4C:A6:51:7F:C4,32.96,-95.296,no
F3:84:A6:51:7F:C4,32.784,-97.283,no
A1:88:A6:51:7F:C4,33.018,-96.786,no
C1:84:A6:51:7F:C4,32.902,-97.18,no
01:91:A5:51:7F:C4,33.034,-97.092,no
85:90:A5:51:7F:C4,32.703,-97.455,no
19:47:A6:51:7F:C4,33.011,-96.505,no
9F:4C:A6:51:7F:C4,32.847,-97.077,no
C9:F7:A5:51:7F:C4,32.854,-96.568,no
0B:00:A6:51:7F:C4,32.339,-96.661,no
17:11:A6:51:7F:C4,32.565,-97.396,no
CF:49:A6:51:7F:C4,32.701,-97.137,no
2B:FA:A5:51:7F:C4,32.922,-96.71,no
25:0C:A6:51:7F:C4,32.876,-97.174,no
FD:05:A6:51:7F:C4,33.108,-96.673,no
FD:0B:A6:51:7F:C4,32.721,-95.897,no
11:7F:A5:51:7F:C4,32.915,-96.815,no
E7:3C:A6:51:7F:C4,32.979,-96.903,no
03:40:A6:51:7F:C4,32.877,-97.328,no
D1:8D:A5:51:7F:C4,32.634,-96.941,no
C3:84:A6:51:7F:C4,32.994,-96.995,no
29:74:A5:51:7F:C4,33.76,-96.543,no
47:08:A6:51:7F:C4,32.702,-97.351,no
9F:0E:A6:51:7F:C4,33.169,-96.493,no
BB:7F:A5:51:7F:C4,32.962,-96.998,no
9D:80:A5:51:7F:C4,33.051,-96.719,no
F1:3C:A6:51:7F:C4,32.992,-96.912,no
89:72:A5:51:7F:C4,32.87,-96.738,no
ED:88:A6:51:7F:C4,32.866,-97.425,no
CB:85:A5:51:7F:C4,32.902,-97.213,no
2D:44:A6:51:7F:C4,33.066,-96.841,no
7B:3F:A6:51:7F:C4,33.886,-98.547,no
0F:47:A6:51:7F:C4,32.986,-96.543,no
41:81:A5:51:7F:C4,32.396,-98.823,no
6D:8B:A5:51:7F:C4,32.778,-97.233,no
71:FC:A5:51:7F:C4,32.69,-97.007,no
1D:0F:A6:51:7F:C4,32.89,-96.463,no
7B:89:A5:51:7F:C4,32.656,-97.157,no
83:FB:A5:51:7F:C4,32.816,-96.672,no
53:83:A6:51:7F:C4,33.016,-96.527,no
75:13:A6:51:7F:C4,32.209,-95.734,no
29:8F:A5:51:7F:C4,32.857,-97.143,no
0F:FB:A5:51:7F:C4,33.939,-98.519,no
87:49:A6:51:7F:C4,33.178,-96.896,no
97:3D:A6:51:7F:C4,33.143,-96.643,no
49:07:A6:51:7F:C4,32.666,-97.191,no
C1:87:A6:51:7F:C4,32.843,-97.071,no
09:FF:A5:51:7F:C4,33.223,-97.104,no
83:10:A6:51:7F:C4,33.067,-96.757,no
9D:7A:A5:51:7F:C4,32.236,-95.439,no
D9:7B:A5:51:7F:C4,32.741,-97.184,no
2D:86:A6:51:7F:C4,33.058,-96.318,no
93:83:A5:51:7F:C4,33.069,-96.745,no
BF:0E:A6:51:7F:C4,32.707,-97.527,no
91:F2:A5:51:7F:C4,32.523,-95.385,no
65:06:A6:51:7F:C4,32.91,-97.122,no
27:FE:A5:51:7F:C4,33.507,-97.095,no
B3:05:A6:51:7F:C4,33.189,-96.717,no
95:FF:A5:51:7F:C4,32.628,-97.541,no
25:6E:A5:51:7F:C4,32.86,-97.524,no
21:79:A5:51:7F:C4,33.258,-96.955,no
A5:4A:A6:51:7F:C4,32.911,-96.521,no
01:7D:A5:51:7F:C4,33.119,-96.697,no
3B:04:A6:51:7F:C4,33.184,-96.918,no
01:11:A6:51:7F:C4,32.921,-97.239,no
A3:87:A5:51:7F:C4,33.102,-96.742,no
9B:49:A6:51:7F:C4,32.756,-96.843,no
A1:8B:A5:51:7F:C4,33.016,-97.064,no
D5:FC:A5:51:7F:C4,32.945,-96.967,no
8F:84:A6:51:7F:C4,32.959,-97.094,no
1F:92:A5:51:7F:C4,33.036,-96.87,no
E3:46:A6:51:7F:C4,32.994,-96.857,no
83:83:A6:51:7F:C4,32.889,-96.581,no
0D:6B:A6:51:7F:C4,32.93,-96.655,no
B5:85:A6:51:7F:C4,32.956,-96.47,no
4B:47:A6:51:7F:C4,32.495,-96.957,no
15:78:A5:51:7F:C4,33.019,-97.222,no
2D:10:A6:51:7F:C4,33.067,-97.102,no
1B:41:A6:51:7F:C4,32.215,-95.28,no
AF:FA:A5:51:7F:C4,33.109,-96.787,no
DD:90:A5:51:7F:C4,32.583,-96.918,no
41:6D:A5:51:7F:C4,32.996,-96.875,no
AB:84:A6:51:7F:C4,32.887,-96.571,no
83:FC:A5:51:7F:C4,32.915,-96.79,no
E3:84:A6:51:7F:C4,32.871,-97.2,no
AD:49:A6:51:7F:C4,33.277,-96.738,no
AF:14:A6:51:7F:C4,33.073,-96.9,no
9B:47:A6:51:7F:C4,33.058,-97.056,no
C9:01:A6:51:7F:C4,32.896,-96.547,no
77:FD:A5:51:7F:C4,32.814,-96.978,no
69:4A:A6:51:7F:C4,32.747,-97.59,no
3B:4C:A6:51:7F:C4,33.034,-96.73,no
E3:08:A6:51:7F:C4,32.917,-96.841,no
D9:8C:A5:51:7F:C4,32.713,-96.846,no
E9:87:A5:51:7F:C4,32.972,-96.796,no
A1:87:A6:51:7F:C4,33.272,-96.802,no
EF:88:A6:51:7F:C4,32.97,-97.68,no
BB:84:A5:51:7F:C4,33.137,-96.588,no
CB:F4:A5:51:7F:C4,32.995,-97.171,no
75:49:A6:51:7F:C4,33.208,-96.923,no
A5:3D:A6:51:7F:C4,33.632,-96.656,no
13:46:A6:51:7F:C4,32.953,-97.078,no
B5:11:A6:51:7F:C4,32.982,-96.684,no
C7:FD:A5:51:7F:C4,33.125,-97.083,no
6D:47:A6:51:7F:C4,33.665,-96.711,no
B3:83:A6:51:7F:C4,33.256,-96.775,no
2B:6C:A6:51:7F:C4,32.947,-97.485,no
07:0B:A6:51:7F:C4,32.42,-97.772,no
D1:88:A6:51:7F:C4,33.738,-96.577,no
4B:6D:A6:51:7F:C4,32.842,-96.64,no
BF:11:A6:51:7F:C4,33.251,-96.509,no
8F:84:A5:51:7F:C4,32.79,-97.687,no
AB:89:A5:51:7F:C4,32.992,-96.908,no
0F:4C:A5:51:7F:C4,32.898,-97.233,no
67:8C:A5:51:7F:C4,32.904,-96.776,no
E1:86:A5:51:7F:C4,33.139,-96.619,no
F1:11:A6:51:7F:C4,32.617,-97.189,no
B5:82:A6:51:7F:C4,32.83,-96.689,no
95:71:A5:51:7F:C4,32.992,-97.069,no
0F:FF:A5:51:7F:C4,32.831,-96.823,no
33:FD:A5:51:7F:C4,32.746,-97.161,no
ED:4B:A6:51:7F:C4,32.745,-97.14,no
1D:85:A6:51:7F:C4,33.169,-97.728,no
FD:75:A5:51:7F:C4,32.882,-97.19,no
FF:F8:A5:51:7F:C4,32.658,-97.145,no
37:42:A5:51:7F:C4,32.414,-96.967,no
7F:3D:A6:51:7F:C4,32.603,-97.049,no
25:46:A6:51:7F:C4,32.676,-97.218,no
89:48:A6:51:7F:C4,33.093,-97.126,no
35:12:A6:51:7F:C4,33.09,-96.75,no
5F:6B:A5:51:7F:C4,32.67,-96.795,no
B3:0C:A6:51:7F:C4,33.057,-96.816,no
6D:86:A5:51:7F:C4,33.17,-97.1,no
91:02:A6:51:7F:C4,32.705,-97.607,no
B1:58:A5:51:7F:C4,32.992,-96.723,no
FB:FD:A5:51:7F:C4,33.095,-96.689,no
1B:3F:A6:51:7F:C4,32.921,-97.175,no
E3:88:A6:51:7F:C4,32.658,-96.826,no
FD:48:A6:51:7F:C4,32.97,-96.619,no
15:46:A6:51:7F:C4,33.087,-97.055,no
89:00:A6:51:7F:C4,32.796,-96.545,no
CF:88:A5:51:7F:C4,32.483,-96.923,no
59:01:A6:51:7F:C4,32.903,-96.729,no
63:8B:A5:51:7F:C4,33.06,-97.05,no
13:4C:A6:51:7F:C4,33.402,-96.596,no
09:46:A6:51:7F:C4,33.849,-98.511,no
5D:4C:A6:51:7F:C4,32.983,-96.633,no
9F:F8:A5:51:7F:C4,32.683,-95.709,no
11:3E:A6:51:7F:C4,32.917,-97.237,no
A5:03:A6:51:7F:C4,32.624,-97.101,no
35:4B:A5:51:7F:C4,33.014,-96.722,no
23:FF:A5:51:7F:C4,33.125,-96.873,no
FB:0E:A6:51:7F:C4,32.443,-97.363,no
9D:0A:A6:51:7F:C4,33.099,-96.697,no
29:05:A6:51:7F:C4,32.865,-97.246,no
0F:6C:A6:51:7F:C4,33.071,-95.626,no
B7:FF:A5:51:7F:C4,32.739,-96.873,no
63:F8:A5:51:7F:C4,32.905,-96.732,no
15:F9:A5:51:7F:C4,32.89,-97.274,no
D9:82:A5:51:7F:C4,33.019,-96.785,no
2F:FE:A5:51:7F:C4,32.998,-96.617,no
67:83:A5:51:7F:C4,33.013,-96.921,no
C3:45:A6:51:7F:C4,33.076,-97.213,no
39:15:A6:51:7F:C4,32.753,-97.4,no
5D:8F:A5:51:7F:C4,32.931,-95.723,no
11:4C:A6:51:7F:C4,33.253,-96.761,no
E1:13:A6:51:7F:C4,33.867,-98.552,no
B7:F3:A5:51:7F:C4,32.71,-97.234,no
47:48:A6:51:7F:C4,32.857,-97.161,no
31:40:A6:51:7F:C4,33.121,-96.628,no
F7:49:A6:51:7F:C4,32.945,-97.171,no
3B:4E:A5:51:7F:C4,32.802,-97.197,no
EB:4A:A6:51:7F:C4,33.067,-97.043,no
D1:72:A5:51:7F:C4,33.109,-96.928,no
C9:6D:A5:51:7F:C4,33.621,-97.145,no
5D:42:A6:51:7F:C4,32.864,-97.135,no
43:42:A6:51:7F:C4,33.109,-97.228,no
37:91:A5:51:7F:C4,33.039,-97.043,no
5D:04:A6:51:7F:C4,32.941,-96.247,no
25:46:A5:51:7F:C4,32.436,-97.781,no
87:47:A5:51:7F:C4,32.924,-95.653,no
27:00:A6:51:7F:C4,31.936,-97.446,no
23:8F:A5:51:7F:C4,32.85,-96.99,no
95:58:A5:51:7F:C4,33.065,-97.122,no
3F:3D:A6:51:7F:C4,32.899,-97.136,no
AB:85:A6:51:7F:C4,32.703,-97.458,no
83:01:A6:51:7F:C4,32.843,-97.183,no
E7:F4:A5:51:7F:C4,32.918,-96.513,no
75:8A:A5:51:7F:C4,32.789,-97.069,no
81:4E:A5:51:7F:C4,33.163,-96.859,no
AB:FB:A5:51:7F:C4,32.93,-97.297,no
6B:85:A5:51:7F:C4,33.32,-96.8,no
0D:47:A6:51:7F:C4,32.968,-97.23,no
81:11:A6:51:7F:C4,32.873,-97.183,no
39:12:A6:51:7F:C4,32.512,-97.277,no
B5:58:A5:51:7F:C4,32.959,-97.092,no
CD:4C:A6:51:7F:C4,32.937,-97.382,no
5D:8B:A5:51:7F:C4,33.146,-96.614,no
8D:6B:A5:51:7F:C4,32.892,-97.132,no
E5:70:A5:51:7F:C4,32.963,-96.798,no
E1:FA:A5:51:7F:C4,33.16,-96.881,no
D9:47:A5:51:7F:C4,32.963,-97.236,no
4B:00:A6:51:7F:C4,32.85,-97.124,no
53:F7:A5:51:7F:C4,32.674,-97.394,no
B9:3D:A6:51:7F:C4,32.95,-96.754,no
49:4A:A6:51:7F:C4,32.146,-96.675,no
23:43:A6:51:7F:C4,32.885,-97.226,no
DD:FA:A5:51:7F:C4,32.77,-96.789,no
57:41:A5:51:7F:C4,33.029,-97.051,no
6D:46:A5:51:7F:C4,32.947,-96.786,no
B7:78:A5:51:7F:C4,32.695,-97.177,no
11:4D:A6:51:7F:C4,32.938,-96.95,no
FB:74:A5:51:7F:C4,33.114,-97.057,no
FB:00:A6:51:7F:C4,32.759,-97.233,no
05:7A:A5:51:7F:C4,33.08,-96.658,no
2F:46:A5:51:7F:C4,32.501,-97.27,no
93:48:A5:51:7F:C4,32.915,-97.279,no
1B:40:A5:51:7F:C4,32.858,-97.165,no
59:6A:A6:51:7F:C4,32.8,-96.62,no
21:05:A6:51:7F:C4,32.426,-97.703,no
D9:11:A6:51:7F:C4,32.704,-97.421,no
F7:48:A6:51:7F:C4,32.991,-96.737,no
6F:09:A6:51:7F:C4,32.462,-96.748,no
C9:71:A5:51:7F:C4,32.623,-97.348,no
7B:F2:A5:51:7F:C4,33.138,-97.091,no
67:4A:A5:51:7F:C4,33.035,-97.103,no
D9:45:A6:51:7F:C4,33.045,-96.729,no
CF:F8:A5:51:7F:C4,32.87,-96.387,no
8B:FE:A5:51:7F:C4,33.009,-96.835,no
55:3F:A6:51:7F:C4,32.685,-97.166,no
89:7E:A5:51:7F:C4,33.039,-97.067,no
31:05:A6:51:7F:C4,33.054,-96.749,no
F7:5A:A5:51:7F:C4,32.504,-97.328,no
19:3D:A6:51:7F:C4,32.973,-96.798,no
45:73:A5:51:7F:C4,33.228,-96.958,no
89:3F:A6:51:7F:C4,32.427,-97.007,no
2F:46:A6:51:7F:C4,32.646,-97.267,no
67:54:A5:51:7F:C4,32.949,-96.852,no
07:40:A6:51:7F:C4,32.735,-97.311,no
57:49:A6:51:7F:C4,32.581,-97.056,no
25:54:A5:51:7F:C4,32.93,-97.241,no
2F:52:A5:51:7F:C4,33.057,-96.816,no
E1:75:A5:51:7F:C4,32.767,-97.082,no
09:09:A6:51:7F:C4,32.435,-96.964,no
79:F5:A5:51:7F:C4,33.198,-96.987,no
4B:8C:A5:51:7F:C4,33.158,-96.968,no
1F:4C:A6:51:7F:C4,32.879,-96.743,no
73:10:A6:51:7F:C4,32.908,-97.234,no
3B:3D:A6:51:7F:C4,32.893,-97.233,no
BF:00:A6:51:7F:C4,32.846,-96.67,no
83:55:A5:51:7F:C4,32.851,-96.713,no
9B:FB:A5:51:7F:C4,32.931,-97.368,no
4D:70:A5:51:7F:C4,32.865,-97.188,no
A9:09:A6:51:7F:C4,32.872,-97.326,no
CD:F9:A5:51:7F:C4,32.763,-97.026,no
5B:FF:A5:51:7F:C4,33.185,-96.667,no
A1:F5:A5:51:7F:C4,32.932,-96.642,no
23:40:A5:51:7F:C4,32.913,-96.806,no
21:08:A6:51:7F:C4,33.104,-96.772,no
C9:FA:A5:51:7F:C4,32.905,-97.215,no
FB:83:A5:51:7F:C4,32.95,-96.625,no
B1:0E:A6:51:7F:C4,32.762,-97.77,no
59:49:A5:51:7F:C4,33.075,-96.701,no
D9:41:A5:51:7F:C4,33.175,-96.872,no
6F:F5:A5:51:7F:C4,32.289,-95.263,no
9F:FC:A5:51:7F:C4,32.826,-97.229,no
21:70:A5:51:7F:C4,32.954,-96.963,no
ED:F4:A5:51:7F:C4,32.926,-96.682,no
85:FB:A5:51:7F:C4,33.034,-96.741,no
CF:FC:A5:51:7F:C4,33.003,-97.548,no
29:3F:A6:51:7F:C4,32.164,-95.43,no
0B:83:A6:51:7F:C4,32.875,-97.422,no
BF:84:A6:51:7F:C4,33.069,-96.747,no
0D:7E:A5:51:7F:C4,32.992,-96.74,no
D9:6C:A6:51:7F:C4,32.983,-96.669,no
83:FA:A5:51:7F:C4,32.958,-96.459,no
FD:0E:A6:51:7F:C4,33.661,-95.472,no
A3:3F:A6:51:7F:C4,32.884,-97.118,no
D9:7F:A5:51:7F:C4,33.019,-96.459,no
87:4E:A5:51:7F:C4,33.12,-96.724,no
DF:FD:A5:51:7F:C4,33.022,-96.596,no
8F:01:A6:51:7F:C4,32.017,-97.11,no
53:40:A5:51:7F:C4,32.81,-96.723,no
B7:25:A6:51:7F:C4,32.763,-97.013,no
89:5A:A5:51:7F:C4,32.963,-97.138,no
DF:4F:A5:51:7F:C4,32.829,-97.077,no
85:46:A6:51:7F:C4,32.651,-95.702,no
53:53:A5:51:7F:C4,32.854,-97.202,no
41:6D:A6:51:7F:C4,33.194,-96.781,no
13:FA:A5:51:7F:C4,32.563,-97.397,no
59:4C:A6:51:7F:C4,32.595,-97.142,no
1B:55:A5:51:7F:C4,32.973,-96.788,no
57:59:A5:51:7F:C4,33.028,-96.895,no
47:52:A5:51:7F:C4,33.667,-96.64,no
89:4E:A5:51:7F:C4,32.941,-96.68,no
17:FB:A5:51:7F:C4,33.109,-96.911,no
E5:47:A5:51:7F:C4,32.582,-97.492,no
99:40:A5:51:7F:C4,32.897,-96.747,no
F5:5C:A5:51:7F:C4,32.969,-96.858,no
C7:51:A5:51:7F:C4,33.449,-97.033,no
B1:48:A5:51:7F:C4,33.13,-97.034,no
91:51:A5:51:7F:C4,33.079,-96.88,no
71:47:A6:51:7F:C4,33.143,-96.93,no
97:44:A5:51:7F:C4,33.077,-96.619,no
CB:56:A5:51:7F:C4,32.816,-97.232,no
01:58:A5:51:7F:C4,32.914,-96.731,yes
8F:87:A5:51:7F:C4,32.191,-96.88,no
37:58:A5:51:7F:C4,32.976,-97.112,no
5B:42:A5:51:7F:C4,33.045,-96.726,no
BF:F9:A5:51:7F:C4,32.598,-97.125,no
9F:52:A5:51:7F:C4,32.818,-96.809,no
8B:49:A5:51:7F:C4,33.035,-96.748,no
C5:4C:A6:51:7F:C4,32.642,-97.367,no
8B:59:A5:51:7F:C4,32.415,-96.848,no
EB:51:A5:51:7F:C4,32.833,-97.554,no
C7:0E:A6:51:7F:C4,33.085,-96.786,no
B7:4B:A5:51:7F:C4,32.7,-97.133,no
9B:5C:A5:51:7F:C4,33.08,-97.558,no
33:FE:A5:51:7F:C4,33.096,-97.112,no
43:40:A6:51:7F:C4,32.856,-97.001,no
CB:42:A5:51:7F:C4,32.661,-97.149,no
43:3E:A6:51:7F:C4,32.089,-96.464,no
09:48:A5:51:7F:C4,33.18,-96.693,no
B1:4F:A5:51:7F:C4,33.12,-96.884,no
3D:5B:A5:51:7F:C4,32.692,-97.002,no
E5:4E:A5:51:7F:C4,33.162,-96.88,no
13:4F:A5:51:7F:C4,32.409,-96.86,no
F7:82:A5:51:7F:C4,33.094,-96.741,no
29:54:A5:51:7F:C4,32.957,-96.773,no
5F:40:A6:51:7F:C4,32.865,-97.147,no
01:3E:A6:51:7F:C4,33.052,-96.91,no
19:0C:A6:51:7F:C4,32.995,-96.621,no
AD:41:A5:51:7F:C4,33.039,-97.009,no
13:55:A5:51:7F:C4,32.873,-97.254,no
B7:4F:A5:51:7F:C4,32.884,-97.118,no
93:88:A5:51:7F:C4,33.046,-96.772,no
E7:40:A5:51:7F:C4,32.688,-97.01,no
65:8F:A5:51:7F:C4,33.85,-98.571,no
8F:85:A6:51:7F:C4,33.015,-96.853,no
DD:86:A6:51:7F:C4,32.104,-96.486,no
15:89:A5:51:7F:C4,32.858,-97.199,no
89:4D:A5:51:7F:C4,33.164,-96.902,no
C9:46:A6:51:7F:C4,33.077,-96.77,no
43:17:A6:51:7F:C4,33.109,-96.729,no
F7:69:A6:51:7F:C4,32.827,-97.248,no
5F:5B:A5:51:7F:C4,32.997,-96.507,no
17:55:A5:51:7F:C4,32.302,-97.985,no
69:58:A5:51:7F:C4,33.071,-96.729,no
77:44:A5:51:7F:C4,32.597,-97.102,no
0D:58:A5:51:7F:C4,32.6,-97.128,no
6B:07:A6:51:7F:C4,32.987,-96.649,no
E7:4E:A5:51:7F:C4,33.017,-96.939,no
C1:6F:A5:51:7F:C4,32.945,-96.607,no
B5:4F:A5:51:7F:C4,32.886,-96.875,no
3D:42:A5:51:7F:C4,33.112,-97.121,no
C7:90:A5:51:7F:C4,33.029,-97.064,no
B5:50:A5:51:7F:C4,32.689,-97.185,no
A3:8B:A5:51:7F:C4,33.031,-96.935,no
D9:50:A5:51:7F:C4,33.036,-96.731,no
FB:4F:A5:51:7F:C4,32.805,-97.202,no
AD:11:A6:51:7F:C4,32.873,-96.626,no
75:50:A5:51:7F:C4,33.362,-97.153,no
61:58:A5:51:7F:C4,32.481,-97.24,no
65:8A:A5:51:7F:C4,32.948,-96.776,no
95:4D:A5:51:7F:C4,33.182,-97.111,no
F3:85:A5:51:7F:C4,32.504,-97.291,no
5F:8C:A5:51:7F:C4,33.016,-96.008,no
5B:55:A5:51:7F:C4,33.026,-97.002,no
1D:49:A6:51:7F:C4,32.9,-96.746,no
4B:83:A5:51:7F:C4,32.61,-97.122,no
33:F7:A5:51:7F:C4,33.076,-96.695,no
AD:51:A5:51:7F:C4,31.938,-95.294,no
6F:54:A5:51:7F:C4,32.883,-96.74,no
4F:6B:A5:51:7F:C4,32.645,-97.387,no
0B:4B:A6:51:7F:C4,32.268,-95.315,no
FF:42:A6:51:7F:C4,32.856,-97.097,no
53:3D:A6:51:7F:C4,33.093,-98.544,no
8B:25:A6:51:7F:C4,32.852,-96.808,no
5D:40:A5:51:7F:C4,32.884,-97.084,no
3B:86:A6:51:7F:C4,32.939,-96.648,no
D5:6C:A6:51:7F:C4,33.682,-95.507,no
0D:01:A6:51:7F:C4,32.819,-97.204,no
87:6F:A5:51:7F:C4,32.853,-96.786,yes
5F:4E:A5:51:7F:C4,33.139,-97.084,no
DB:FD:A5:51:7F:C4,33.222,-96.69,no
E9:52:A5:51:7F:C4,32.689,-97.174,no
45:6B:A6:51:7F:C4,32.74,-97.249,no
D9:48:A6:51:7F:C4,32.866,-96.849,no
33:84:A6:51:7F:C4,33.135,-96.931,no
